CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50004337,PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211,3474966538,Jewish/Kosher,03/14/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,60,,,10/09/2024,Cycle Inspection / Initial Inspection,40.706334119402,-73.960631744075,301,33,053500,3059976,3021830009,BK72,
41612393,THE IRISH AMERICAN,Manhattan,17,JOHN STREET,10038,6464146224,Irish,10/25/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,,,10/09/2024,Cycle Inspection / Initial Inspection,40.709908729349,-74.008948959948,101,01,001502,1001216,1000790010,MN25,
50082403,WILLO B'S CAFE,Brooklyn,345,ADAMS STREET,11201,9174163314,Sandwiches/Salads/Mixed Buffet,05/26/2023,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,19,,,10/09/2024,Cycle Inspection / Initial Inspection,40.693393253911,-73.988914847833,302,33,001100,3392969,3001407503,BK38,
50085980,NICKS PIZZA LOUNGE,Bronx,292,EAST BURNSIDE AVENUE,10457,3472972890,Pizza,08/04/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,,,10/09/2024,Cycle Inspection / Initial Inspection,40.851043455228,-73.901778277141,205,15,038100,2007783,2028140077,BX41,
50066757,QUEENS BULLY,Queens,11330,QUEENS BLVD,11375,7185208600,American,05/09/2022,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,30,,,10/09/2024,Cycle Inspection / Initial Inspection,40.717509426664,-73.835523647641,406,29,076901,4079813,4033400024,QN17,
41215422,JALISCO TACO'S,Bronx,214,ST ANNS AVENUE,10454,7185854148,Tex-Mex,04/25/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,04/25/2024,10/09/2024,Cycle Inspection / Re-inspection,40.806344194003,-73.917788943699,201,08,002701,2003602,2025500003,BX39,
50051748,THE BUSHWICK DINER,Brooklyn,299,WYCKOFF AVENUE,11237,7185522455,American,04/28/2022,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,0,A,04/28/2022,10/09/2024,Cycle Inspection / Re-inspection,40.700420090316,-73.912676241751,304,37,044100,3076194,3033290001,BK77,
50126879,ICHIBAN SUSHI AND CAJUN HARBOR,Queens,233,BEACH   20 STREET,11691,3472558384,Seafood,01/11/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,34,,,10/09/2024,Cycle Inspection / Initial Inspection,40.596002899376,-73.7541104585,414,31,099801,4301264,4157800075,QN15,
50105204,Ost Cafe,Manhattan,511,GRAND STREET,10002,5168084764,Coffee/Tea,09/20/2024,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,10,A,09/20/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.71461497988,-73.982223457995,103,01,000202,1003748,1002880043,MN28,
40601006,LA BRUSCHETTA,Brooklyn,256,7 AVENUE,11215,7184994994,Pizza,08/30/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23,,,10/09/2024,Cycle Inspection / Initial Inspection,40.669172094594,-73.979687032616,306,39,015300,3021506,3009890042,BK37,
50090664,HU TONG BBQ,Queens,3612,UNION ST,11354,7189391239,Korean,12/20/2023,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13,A,12/20/2023,10/09/2024,Cycle Inspection / Re-inspection,40.763462348708,-73.828045503163,407,20,086900,4112356,4049770054,QN22,
40847025,EL PULGARCITO DE AMERICA,Brooklyn,3133,FULTON STREET,11208,7186477762,Latin American,09/04/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,13,A,09/04/2024,10/09/2024,Cycle Inspection / Re-inspection,40.681607542276,-73.879519894912,305,37,117400,3087417,3039310059,BK83,
41690780,CAFE EVERGREEN,Manhattan,1367,1 AVENUE,10021,2127443266,Chinese,08/03/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39,,,10/09/2024,Cycle Inspection / Initial Inspection,40.768649321023,-73.955388870038,108,05,012600,1044908,1014480026,MN31,
50106031,KAL,Queens,3405,30TH AVE,11103,9293491230,Korean,07/22/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,07/22/2021,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.765703383239,-73.918839282115,401,22,006501,4009187,4006280146,QN70,
50125599,Nagi Ramen Sushi,Queens,3370,PRINCE ST,11354,9293283168,Japanese,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,05/30/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.764235983842,-73.833364575412,407,20,086900,4308685,4049467501,QN22,
50109264,BEST DELI,Queens,14745,182ND ST,11413,7188694668,American,07/18/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,44,C,07/18/2023,10/09/2024,Cycle Inspection / Re-inspection,40.659423873977,-73.765787899664,413,31,032000,,4,QN03,
50054953,SIX2 RESTAURANT & BAKERY,Brooklyn,1101,CLARKSON AVENUE,11212,3472233941,Caribbean,07/01/2022,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,8,P,07/01/2022,10/09/2024,Cycle Inspection / Reopening Inspection,40.660141472156,-73.921620973445,317,41,088400,3100683,3046310057,BK96,
50059616,CONVENE,Manhattan,117,WEST   46 STREET,10036,2014218238,American,10/21/2022,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10,A,10/21/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.757702401848,-73.982987977618,105,04,012500,1022667,1009990019,MN17,
50120023,WONDER ROOM COFFEE,Brooklyn,7904,3 AVENUE,11209,6468121101,Coffee/Tea,03/07/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,7,A,03/07/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.628429438393,-74.02904037019,310,47,006400,3150824,3059780041,BK31,
50055359,OPS,Brooklyn,346,HIMROD STREET,11237,7183864009,Pizza,09/28/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22,,,10/09/2024,Cycle Inspection / Initial Inspection,40.702506921061,-73.917466664891,304,37,044300,3074859,3032800031,BK77,
50124500,EAT OFFBEAT,Manhattan,75,9 AVENUE,10011,9176716197,Mediterranean,09/19/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,,,10/09/2024,Pre-permit (Operational) / Reopening Inspection,40.741869040229,-74.004713006739,104,03,008300,1012541,1007130001,MN13,
50034729,PANDA EXPRESS,Manhattan,1277,1 AVENUE,10065,2122881323,Chinese,05/02/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,05/02/2023,10/09/2024,Cycle Inspection / Re-inspection,40.765718731999,-73.957527979412,108,05,011800,1044761,1014430030,MN31,
41085439,INES' BAKERY,Brooklyn,948,4 AVENUE,11232,7187880594,Bakery Products/Desserts,06/06/2022,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,20,,,10/09/2024,Cycle Inspection / Initial Inspection,40.654442589191,-74.00428514019,307,38,008400,3010267,3006920045,BK32,
50005783,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,22324,S CONDUIT AVE,11413,7183411600,Caribbean,04/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,47,,,10/09/2024,Cycle Inspection / Initial Inspection,40.665463296305,-73.754412127712,413,31,068000,4287377,4135030001,QN03,
50093669,RAMEN GOKU,Manhattan,435,PARK AVENUE SOUTH,10016,2126448900,Japanese,07/08/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.744313510521,-73.983337860865,105,02,007200,1018294,1008850091,MN20,
41296556,ENOTECA ON COURT,Brooklyn,347,COURT STREET,11231,7182431000,Pizza,03/21/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,5,,,10/09/2024,Cycle Inspection / Initial Inspection,40.682225233381,-73.995951030251,306,39,007500,3007222,3004350008,BK33,
50111311,CANTINA CAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,06/15/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,,,10/09/2024,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
41400682,AMC THEATRES,Queens,19002,HORACE HARDING EXPRESSWAY,11365,7184546767,American,08/23/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,08/23/2021,10/09/2024,Cycle Inspection / Initial Inspection,40.741216267063,-73.784322299368,408,23,134700,4444053,4071170004,QN41,
50047650,DESI GALLI,Manhattan,172,AVENUE B,10009,2124753374,Indian,03/05/2024,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,27,B,03/05/2024,10/09/2024,Cycle Inspection / Re-inspection,40.72732281331,-73.979582648405,103,02,003400,1088214,1004040029,MN22,
50120018,CARROT EXPRESS,Manhattan,18,WEST   23 STREET,10010,9172617871,American,07/10/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,104,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.741898931157,-73.99044045904,105,03,005800,1015570,1008240049,MN13,
41652054,MEI CHUNG MEI RESTAURANT,Bronx,157,WEST  231 STREET,10463,7185496719,Chinese,06/17/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,48,,,10/09/2024,Cycle Inspection / Initial Inspection,40.878258522873,-73.903036121696,208,14,027700,2016144,2032670006,BX28,
40958104,THE DOOR,Queens,163-07,BAISLEY BOULEVARD,11434,7185251083,Caribbean,04/21/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,04/21/2022,10/09/2024,Cycle Inspection / Re-inspection,40.678548621425,-73.77914663688,412,28,028400,4268327,4123800014,QN76,
41431202,FEITENG CHINESE TAKE OUT KITCHEN,Brooklyn,64,LORRAINE STREET,11231,7189359110,Chinese,08/25/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,10/09/2024,Cycle Inspection / Initial Inspection,40.674473831169,-74.007220961879,306,38,005300,3008668,3005800005,BK33,
50062861,DIWAN GRILL,Brooklyn,678,FRANKLIN AVENUE,11238,7182307852,Indian,07/18/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.675308374751,-73.956302355494,308,35,030500,3028677,3011560058,BK61,
50109268,HIMALAYAN CURRY HOUSE,Manhattan,220,EAST   53 STREET,10022,3478528158,Asian/Asian Fusion,01/27/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",Critical,84,,,10/09/2024,Cycle Inspection / Re-inspection,40.757413951436,-73.96874465019,106,04,009800,1038543,1013260040,MN19,
50139628,DUNKIN DONUTS,Bronx,1780,EAST GUN HILL ROAD,10469,9147797878,Coffee/Tea,09/15/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,09/15/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.864154407933,-73.834288248638,211,13,031000,2095044,2044940001,BX31,
50093796,TASTE NY BISTRO,Manhattan,655,WEST   34 STREET,10001,9173868752,Sandwiches/Salads/Mixed Buffet,08/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,08/13/2019,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.756556290303,-74.003808057183,104,03,009900,1067973,1006800001,MN13,
50104250,IV Purpose,Brooklyn,1489,FULTON STREET,11216,7187341489,American,09/29/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,10/09/2024,Cycle Inspection / Initial Inspection,40.679976327028,-73.941888610919,303,36,026900,3053634,3018570018,BK75,
50107838,CHINA KING,Manhattan,1759,LEXINGTON AVENUE,10029,9175182528,Chinese,06/05/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,33,,,10/09/2024,Cycle Inspection / Initial Inspection,40.794220339992,-73.944818621643,111,08,017200,1052148,1016370021,MN33,
50069708,HARDEE,Brooklyn,771,SARATOGA AVENUE,11212,7183420202,Chinese,03/08/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,03/08/2023,10/09/2024,Cycle Inspection / Re-inspection,40.661948723245,-73.915563457522,316,41,089800,3081897,3035690009,BK81,
50129452,CRUMBL COOKIES UPPER WEST SIDE,Manhattan,301,COLUMBUS AVENUE,10023,2036444339,Other,07/24/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/24/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.77881417386,-73.977754205641,107,06,016100,1028692,1011270001,MN12,
50142751,BROOKLYN FRENCH BAKERS,Brooklyn,510,2 STREET,11215,9174704579,French,12/06/2023,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.670906417321,-73.977664164776,306,39,015500,3025286,3010780008,BK37,
50044709,SWEETS BAKERY,Manhattan,135,WALKER STREET,10013,2122192012,Bakery Products/Desserts,01/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,10/09/2024,Cycle Inspection / Initial Inspection,40.717358380495,-73.999577933981,101,01,002900,1084583,1001980126,MN27,
50075625,NIFOROS COFFEE SHOP,Queens,4357,11TH ST,11101,7187867759,American,10/03/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.750531233401,-73.948962226984,402,26,001900,4005219,4004450014,QN31,
50073013,OSHI'S CAFE,Brooklyn,2913,QUENTIN ROAD,11229,3477027694,Jewish/Kosher,10/21/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,19,,,10/09/2024,Cycle Inspection / Initial Inspection,40.609798907441,-73.94420451557,315,48,064200,3182788,3067920041,BK44,
50118008,MCDONALD'S,Manhattan,1528,BROADWAY,10036,3478988151,Hamburgers,01/18/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/18/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.75779333565,-73.985594085667,105,04,011900,1022624,1009970001,MN17,
50138461,AMPLE HILLS CREAMERY,Brooklyn,254,36 STREET,11232,9086426110,Other,07/17/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,07/17/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.655943840099,-74.007157679288,307,38,000200,3398687,3006950020,BK32,
50139530,RICE PIE,Brooklyn,7006,18 AVENUE,11204,6468283240,Chinese,08/07/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,,,10/09/2024,Pre-permit (Non-operational) / Initial Inspection,40.616150009301,-73.993199591475,311,43,026000,3157282,3061710042,BK28,
50059183,NEW LUCKY STAR,Bronx,807,SOUTHERN BOULEVARD,10459,7183280737,Chinese,09/01/2022,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,34,,,10/09/2024,Cycle Inspection / Initial Inspection,40.81658085885,-73.895951305824,202,17,008900,2005742,2027210030,BX27,
50082183,PANDA GARDEN,Queens,10718,CORONA AVE,11368,7186998781,Chinese,05/15/2023,Violations were cited in the following area(s).,04E,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,Critical,27,,,10/09/2024,Cycle Inspection / Initial Inspection,40.74355980781,-73.855751548793,404,21,043900,4047749,4019420048,QN25,
50019055,C & B,Manhattan,178,EAST    7 STREET,10009,2126742985,Coffee/Tea,06/28/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,19,B,06/28/2023,10/09/2024,Cycle Inspection / Re-inspection,40.725261850203,-73.981693863648,103,02,003200,1005093,1004020032,MN22,
50092799,El MANTO RESTAURANT,Queens,10015,ASTORIA BLVD,11369,9178326048,Latin American,03/11/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,C,03/11/2022,10/09/2024,Cycle Inspection / Re-inspection,40.761946478289,-73.869067948021,403,21,036700,4041278,4016580014,QN27,
50077944,SLICE PIZZA,Manhattan,700,3 AVENUE,10017,9174420050,Pizza,08/26/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,10/09/2024,Cycle Inspection / Initial Inspection,40.751969562918,-73.973580045221,106,04,009200,1036168,1012980040,MN19,
50105903,MR. BAO,Brooklyn,179,5 AVENUE,11217,9179091256,Chinese,02/16/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,20,B,02/16/2023,10/09/2024,Cycle Inspection / Re-inspection,40.67725274939,-73.979872033539,306,39,013100,3019585,3009500003,BK37,
50048982,SUNNY RESTAURANT,Queens,1041,BEACH   20 STREET,11691,3479264300,Tex-Mex,03/29/2022,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,31,,,10/09/2024,Cycle Inspection / Initial Inspection,40.603131812229,-73.753147784805,414,31,100802,4300149,4157040060,QN15,
41699229,SAN MARZANO,Manhattan,117,2 AVENUE,10003,2127773600,Italian,09/03/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,10/09/2024,Cycle Inspection / Initial Inspection,40.727889444392,-73.988191100588,103,02,003800,1006651,1004620023,MN22,
50138270,MEEM SPICY GROCERY AND DELI,Manhattan,160,EAST   28 STREET,10016,6462179551,Bangladeshi,10/04/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,Z,10/04/2024,10/09/2024,Cycle Inspection / Reopening Inspection,40.742328805154,-73.981746896335,106,02,006800,1018185,1008830052,MN21,
50054346,NORTH PENGUIN TORNADO CREPES,Brooklyn,307,KNICKERBOCKER AVENUE,11237,9172576661,Pancakes/Waffles,08/10/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.701649136896,-73.923335587848,304,34,042900,3073200,3032200002,BK77,
50105585,WUARACHE RESTAURANT,Bronx,1229,CASTLE HILL AVENUE,10462,7186846441,Mexican,12/07/2022,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,39,,,10/09/2024,Cycle Inspection / Initial Inspection,40.832805267953,-73.85125702267,209,18,009200,2026573,2038130049,BX59,
41632535,CROWN FRIED CHICKEN,Brooklyn,456,SUTTER AVENUE,11212,7187084524,Chicken,10/13/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,23,,,10/09/2024,Cycle Inspection / Initial Inspection,40.668300603441,-73.902325988464,316,42,091000,3084241,3037640028,BK81,
50059464,AMERICAN BAR,Manhattan,33,GREENWICH AVENUE,10014,6466093615,American,01/13/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/13/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.735078591808,-74.000230935355,102,03,007100,1010852,1006110065,MN23,
41148214,P.J. CLARKE'S ON THE HUDSON,Manhattan,4,WORLD FINANCIAL CENTER,10281,2122851500,American,07/23/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,51,,,10/09/2024,Cycle Inspection / Initial Inspection,40.714519219683,-74.015673490969,101,01,031703,1000060,1000160150,MN25,
50100549,RITZ DINER,Manhattan,1133,1 AVENUE,10065,2123194993,American,09/21/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,20,,,10/09/2024,Pre-permit (Operational) / Second Compliance Inspection,40.761575221887,-73.960537600428,108,05,011000,1044371,1014370025,MN31,
41040222,EL RINCONCITO DE NAGUA,Queens,76-20,JAMAICA AVENUE,11421,7182960026,Latin American,06/21/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,40,,,10/09/2024,Cycle Inspection / Initial Inspection,40.691593756084,-73.865362629716,409,32,000400,4183078,4089050010,QN53,
40397439,BEN'S KOSHER DELI & RESTAURANT,Queens,21137,26 AVENUE,11360,7182292367,Jewish/Kosher,06/22/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,31,,,10/09/2024,Cycle Inspection / Initial Inspection,40.778014715002,-73.778223312865,407,19,099704,4439472,4059000024,QN47,
50092933,MI BELLA CHOLULITA DELI & RESTAURANT,Brooklyn,884,BROADWAY,11206,3476274480,Mexican,05/22/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,05/22/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.698119613998,-73.93730348042,303,36,028700,3042863,3015820014,BK35,
50141325,INNER CIRCLE BAR & LOUNGE,Queens,10646,GUY R BREWER BLVD,11433,7189255426,Caribbean,04/01/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,104,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.698976482741,-73.7930247084,412,28,025400,4215813,4101290030,QN01,
41632118,JIMMYS PIZZA,Brooklyn,561,WILSON AVENUE,11207,7184553237,Pizza,08/12/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,4,A,08/12/2024,10/09/2024,Cycle Inspection / Re-inspection,40.691269002606,-73.909129163852,304,37,043700,3078860,3034120004,BK77,
